WKT	OBJECTID	FULLNAME	ZONE	RULE	NOTE	IMPLEMENTD	ADPTDATE	AMDDATE1	AMDDATE2	AMDDATE3	STATUS	Shape_Leng	ENFORCE	Shape_Le_1
"LINESTRING (-118.48600463226782 34.004291009792681,-118.48593496925645 34.004249713285112)"	1818	MAIN ST	UNK									25.9163232252		25.9163232252
"LINESTRING (-118.48593496925645 34.004249713285112,-118.48579219050778 34.004164170701337)"	1819	MAIN ST	UNK									53.3083598383		53.3083598383
"LINESTRING (-118.48579219050778 34.004164170701337,-118.48569420905623 34.004105573979594)"	1820	MAIN ST	UNK									36.5600686071		36.5600686071
"LINESTRING (-118.48569420905623 34.004105573979594,-118.48561778349732 34.004029471882994)"	1821	MAIN ST	UNK									36.1049822855		36.1049822855
"LINESTRING (-118.48561778349732 34.004029471882994,-118.48480959323241 34.003223539921073)"	1822	MAIN ST	UNK									382.130834274		382.130834274
"LINESTRING (-118.48480959323241 34.003223539921073,-118.48414132959762 34.002557284235017,-118.48412954732049 34.002545744066744)"	1823	MAIN ST	UNK									321.444940101		321.444940101
"LINESTRING (-118.4840746525648 34.002492458143514,-118.48396716404181 34.002387852260092)"	1824	MAIN ST	UNK									50.105674815		50.105674815
"LINESTRING (-118.49926048205806 34.040412414553103,-118.49916448475244 34.040490358132217)"	1825	GEORGINA AVE	UNK									40.6250789937		40.6250789937
"LINESTRING (-118.48276424194871 34.026456799130912,-118.4820039779746 34.027072064957501)"	1826	SANTA MONICA BLVD	UNK									321.250447273		321.250447273
"LINESTRING (-118.48119466745902 34.025119377031892,-118.4804355553082 34.025735616430318)"	1827	BROADWAY	UNK									321.250151493		321.250151493
"LINESTRING (-118.4922480992996 34.034558348568865,-118.49147120308358 34.035192931298837)"	1828	MONTANA AVE	NN	"2 hr parking 9A-10P daily, except by permit"		no	03/12/13				Pre-approved (petition needed)	329.751162761		329.751162761
"LINESTRING (-118.48591426693775 34.029155500279323,-118.48513923215754 34.029782775421289)"	1829	WILSHIRE BLVD	UNK									327.500508626		327.500508626
"LINESTRING (-118.5065566455896 34.020142475612303,-118.50586867678904 34.019603417788382)"	1830	PALISADES BEACH RD	UNK									286.26204003		286.26204003
"LINESTRING (-118.48911589570808 34.031889149781257,-118.48833731597517 34.032519323184623)"	1831	WASHINGTON AVE	K	"2 hr parking 9am-8pm Mon-Sat, except by permit"		yes	2/25/03				Implemented	329.000314709	06/24/13	329.000314709
"LINESTRING (-118.49067987622416 34.033227381165069,-118.48990129473518 34.033857564703993)"	1832	IDAHO AVE	NN	"2 hr parking 9A-10P daily, except by permit"		no	03/12/13				Pre-approved (petition needed)	329.000551056		329.000551056
"LINESTRING (-118.49363934893577 34.035768184034197,-118.49294037221281 34.036343351962607)"	1833	ALTA AVE	UNK									297.756775003		297.756775003
"LINESTRING (-118.49544030677428 34.037305572812585,-118.49473462443925 34.037880438808735)"	1834	MARGUERITA AVE	UNK									299.125417243		299.125417243
"LINESTRING (-118.49737376080077 34.038961876498306,-118.49667256549273 34.039529270652331)"	1835	CARLYLE AVE	UNK									296.250686567		296.250686567
"LINESTRING (-118.48345970234575 34.00722880300674,-118.48338454826671 34.007280234604302)"	1836	STRAND ST	UNK									29.4810612389		29.4810612389
"LINESTRING (-118.48338454826671 34.007280234604302,-118.48330847740912 34.007334328454029)"	1837	STRAND ST	UNK									30.3162252693		30.3162252693
"LINESTRING (-118.48252345848753 34.006423207030309,-118.48244679848257 34.006477780504028)"	1838	HOLLISTER AVE	UNK									30.5655419167		30.5655419167
"LINESTRING (-118.48259890863923 34.006371536781486,-118.48252345848753 34.006423207030309)"	1839	HOLLISTER AVE	UNK									29.6057119427		29.6057119427
"LINESTRING (-118.48337415927762 34.005832212008983,-118.48327600239919 34.005900404149969)"	1840	HOLLISTER AVE	UNK									38.7412674157		38.7412674157
"LINESTRING (-118.48423655000069 34.006680502311852,-118.48414013535748 34.006749199338643)"	1841	STRAND ST	UNK									38.4562471139		38.4562471139
"LINESTRING (-118.48521032333373 34.007647520045232,-118.48511243225121 34.007717416518489)"	1842	PACIFIC ST	UNK									39.0797905997		39.0797905997
"LINESTRING (-118.48443669177979 34.008195131659264,-118.484361802766 34.008248266705571)"	1843	PACIFIC ST	UNK									29.8170797232		29.8170797232
"LINESTRING (-118.484361802766 34.008248266705571,-118.48428339972763 34.008302337174278)"	1844	PACIFIC ST	UNK									30.8515320447		30.8515320447
"LINESTRING (-118.48357501878955 34.008796949696716,-118.48349927182797 34.008848861554533)"	1845	PACIFIC ST	UNK									29.730526321		29.730526321
"LINESTRING (-118.4825998336068 34.007827232383967,-118.4825255342231 34.00787988701655)"	1846	STRAND ST	UNK									29.5677520794		29.5677520794
"LINESTRING (-118.48174078398746 34.006970464214426,-118.48166382773566 34.00702527637641)"	1847	HOLLISTER AVE	UNK									30.6901168242		30.6901168242
"LINESTRING (-118.48327600239919 34.005900404149969,-118.48259890863923 34.006371536781486)"	1848	HOLLISTER AVE	U	"2 hour parking 7AM-6PM Monday-Friday, except by permit"		no	9/11/07				Pre-approved (petition needed)	267.411867107		267.411867107
"LINESTRING (-118.48414013535748 34.006749199338643,-118.48345970234575 34.00722880300674)"	1849	STRAND ST	U	"2 hour parking 7AM-6PM Monday-Friday, except by permit"		no	9/11/07				Pre-approved (petition needed)	270.168937833		270.168937833
"LINESTRING (-118.48511243225121 34.007717416518489,-118.48443669177979 34.008195131659264)"	1850	PACIFIC ST	U	"2 hour parking 7AM-6PM Monday-Friday, except by permit"		no	9/11/07				Pre-approved (petition needed)	268.637837825		268.637837825
"LINESTRING (-118.48428339972763 34.008302337174278,-118.48357501878955 34.008796949696716)"	1851	PACIFIC ST	U	"2 hour parking 7AM-6PM Monday-Friday, except by permit"		no	9/11/07				Pre-approved (petition needed)	280.163038246		280.163038246
"LINESTRING (-118.48330847740912 34.007334328454029,-118.4825998336068 34.007827232383967)"	1852	STRAND ST	U	"2 hour parking 7AM-6PM Monday-Friday, except by permit"		yes	9/11/07				Implemented	279.82700929	05/14/12	279.82700929
"LINESTRING (-118.48244679848257 34.006477780504028,-118.48174078398746 34.006970464214426)"	1853	HOLLISTER AVE	U	"2 hour parking 7AM-6PM Monday-Friday, except by permit"		no	9/11/07				Pre-approved (petition needed)	279.166068585		279.166068585
"LINESTRING (-118.48649633813812 34.00891365909682,-118.48638991171028 34.008988567489894)"	1854	BAY ST	UNK									42.2315123577		42.2315123577
"LINESTRING (-118.48638991171028 34.008988567489894,-118.48571836229037 34.009459048035495)"	1855	BAY ST	U	"2 hour parking 7AM-6PM Monday-Friday, except by permit"		yes	9/11/07				Implemented	265.965929316	08/15/11	265.965929316
"LINESTRING (-118.48571836229037 34.009459048035495,-118.48563668051581 34.009517698858687)"	1856	BAY ST	U	"2 hour parking 7AM-6PM Monday-Friday, except by permit"		yes	09/11/07				Implemented	32.6862118664	08/15/11	32.6862118664
"LINESTRING (-118.48563668051581 34.009517698858687,-118.48555975325772 34.009570570588082)"	1857	BAY ST	U	"2 hour parking 7AM-6PM Monday-Friday, except by permit"		yes	09/11/07				Implemented	30.2285773663	08/15/11	30.2285773663
"LINESTRING (-118.48555975325772 34.009570570588082,-118.48485514956744 34.010065959789657,-118.48478144007983 34.010118135632318)"	1858	BAY ST	U	"2 hour parking 7AM-6PM Monday-Friday, except by permit"		yes	9/11/07				Implemented	308.784757838	08/15/11	308.784757838
"LINESTRING (-118.48441268572665 34.010373428181282,-118.48434370056013 34.010421767692925)"	1859	BAY ST	UNK									27.3233852439		27.3233852439
"LINESTRING (-118.48478144007983 34.010118135632318,-118.48441268572665 34.010373428181282)"	1860	BAY ST	U	"2 hour parking 7AM-6PM Monday-Friday, except by permit"		yes	9/11/07				Implemented	145.330699849	08/15/11	145.330699849
"LINESTRING (-118.48460149123902 34.010674907421645,-118.48453525273823 34.010715260129267)"	1861	PICO PL	UNK									24.8723993895		24.8723993895
"LINESTRING (-118.48372272246627 34.011209993152235,-118.48365001555952 34.011253678127417)"	1862	PICO PL	UNK									27.1710387267		27.1710387267
"LINESTRING (-118.48453525273823 34.010715260129267,-118.48372272246627 34.011209993152235)"	1863	PICO PL	UNK									305.04603958		305.04603958
"LINESTRING (-118.48419745587537 34.010275704352594,-118.48413174925233 34.010319463410859)"	1864	BAY ST	UNK									25.497837047		25.497837047
"LINESTRING (-118.48413174925233 34.010319463410859,-118.48309729046957 34.01100398814495)"	1865	BAY ST	U	"No parking 7AM-6PM Monday-Friday, except by permit."		yes	9/11/07				Implemented	400.42847306		400.42847306
"LINESTRING (-118.48229792088178 34.011534070283084,-118.48216709301309 34.011621106134129)"	1866	BAY ST	UNK									50.7470410268		50.7470410268
"LINESTRING (-118.48309729046957 34.01100398814495,-118.48229792088178 34.011534070283084)"	1867	BAY ST	U	"No parking 7AM-6PM Monday-Friday, except by permit."		yes	9/11/07				Implemented	309.680469514		309.680469514
"LINESTRING (-118.48176064909686 34.009692585599666,-118.48165852841244 34.009752476475626)"	1868	PACIFIC ST	UNK									37.8537258151		37.8537258151
"LINESTRING (-118.48186979767034 34.009630825643967,-118.48176064909686 34.009692585599666)"	1869	PACIFIC ST	UNK									39.9924323413		39.9924323413
"LINESTRING (-118.49916448475244 34.040490358132217,-118.49846789965781 34.041061696938769)"	1870	GEORGINA AVE	UNK									296.253719546		296.253719546
"LINESTRING (-118.4811785894921 34.00903305238689,-118.48106589720791 34.009097688215554)"	1871	STRAND ST	UNK									41.469972341		41.469972341
"LINESTRING (-118.48073982409068 34.010285418895769,-118.48060651597743 34.010362953532216)"	1872	PACIFIC ST	UNK									49.2787807957		49.2787807957
"LINESTRING (-118.48165852841244 34.009752476475626,-118.48073982409068 34.010285418895769)"	1873	PACIFIC ST	U	"2 hour parking 7AM-6PM Monday-Friday, except by permit"		yes	9/11/07				Implemented	339.319527383		339.319527383
"LINESTRING (-118.48145764701827 34.010859672095734,-118.48132141615478 34.010937662737369)"	1874	GRANT ST	UNK									50.1011431299		50.1011431299
"LINESTRING (-118.4823560059191 34.010341325640745,-118.48145764701827 34.010859672095734)"	1875	GRANT ST	U	"2 hour parking 7AM-6PM Monday-Friday, except by permit"		yes	9/11/07				Implemented	331.223440419		331.223440419
"LINESTRING (-118.48402972338771 34.009373760549998,-118.48395040346932 34.009430492204821)"	1876	GRANT ST	UNK									31.688101776		31.688101776
"LINESTRING (-118.48395040346932 34.009430492204821,-118.48359570669557 34.009682044012202)"	1877	GRANT ST	U	"2 hour parking 7AM-6PM Monday-Friday, except by permit"		yes	9/11/07				Implemented	141.194948895		141.194948895
"LINESTRING (-118.48337156357519 34.009748909923992,-118.48256257957651 34.010221568454547)"	1878	GRANT ST	U	"2 hour parking 7AM-6PM Monday-Friday, except by permit"		yes	9/11/07				Implemented	299.496537343		299.496537343
"LINESTRING (-118.48256257957651 34.010221568454547,-118.48245310664241 34.01028551114895)"	1879	GRANT ST	UNK									40.5244381541		40.5244381541
"LINESTRING (-118.48245310664241 34.01028551114895,-118.4823560059191 34.010341325640745)"	1880	GRANT ST	UNK									35.7570956398		35.7570956398
"LINESTRING (-118.48359570669557 34.009682044012202,-118.48337156357519 34.009748909923992)"	1881	GRANT ST	UNK									72.1571067764		72.1571067764
"LINESTRING (-118.48336422393326 34.008714816730581,-118.48328549465705 34.008771068669176)"	1882	PACIFIC ST	UNK									31.4387089561		31.4387089561
"LINESTRING (-118.48328549465705 34.008771068669176,-118.48292902618415 34.009024057242875)"	1883	PACIFIC ST	U	"2 hour parking 7AM-6PM Monday-Friday, except by permit"		yes	9/11/07				Implemented	141.943406933		141.943406933
"LINESTRING (-118.48292902618415 34.009024057242875,-118.48186979767034 34.009630825643967)"	1884	PACIFIC ST	U	"2 hour parking 7AM-6PM Monday-Friday, except by permit"		yes	9/11/07				Implemented	389.630401701		389.630401701
"LINESTRING (-118.48273304901564 34.008081735019779,-118.48265225328056 34.008139665353944)"	1885	STRAND ST	UNK									32.3119368696		32.3119368696
"LINESTRING (-118.48265225328056 34.008139665353944,-118.48229064667598 34.008385310643604)"	1886	STRAND ST	U	"2 hour parking 7AM-6PM Monday-Friday, except by permit"		no	9/11/07				Pre-approved (petition needed)	141.428663967		141.428663967
"LINESTRING (-118.48229064667598 34.008385310643604,-118.4811785894921 34.00903305238689)"	1887	STRAND ST	U	"2 hour parking 7AM-6PM Monday-Friday, except by permit"		no	9/11/07				Pre-approved (petition needed)	411.286752894		411.286752894
"LINESTRING (-118.48166382773566 34.00702527637641,-118.48158630979223 34.007078624833845)"	1888	HOLLISTER AVE	UNK									30.4776241656		30.4776241656
"LINESTRING (-118.48122523626246 34.007327673499475,-118.48112500814986 34.007397541785146)"	1889	HOLLISTER AVE	UNK									39.6136909924		39.6136909924
"LINESTRING (-118.48158630979223 34.007078624833845,-118.48122523626246 34.007327673499475)"	1890	HOLLISTER AVE	U	"2 hour parking 7AM-6PM Monday-Friday, except by permit"		no	9/11/07				Pre-approved (petition needed)	142.09138722		142.09138722
"LINESTRING (-118.48165889189114 34.007752702600193,-118.48154998200812 34.007818108125562)"	1891	KENSINGTON RD	UNK									40.69471739		40.69471739
"LINESTRING (-118.48154998200812 34.007818108125562,-118.48144753934125 34.007880180923479)"	1892	KENSINGTON RD	UNK									38.3958500648		38.3958500648
"LINESTRING (-118.48144753934125 34.007880180923479,-118.4805810944702 34.008391813246988)"	1893	KENSINGTON RD	U	"2 hour parking 7AM-6PM Monday-Friday, except by permit"		yes	9/11/07				Implemented	321.907066617		321.907066617
"LINESTRING (-118.48885068852181 34.037310766235201,-118.48855263677922 34.037552725439468)"	1894	MONTANA AVE	TT	2 hr parking 9am to 10pm daily		no	01/22/13				Pre-approved (petition needed)	126.124769249		126.124769249
"LINESTRING (-118.49399397535251 34.04170587979997,-118.49328588229609 34.042282654783833)"	1895	CARLYLE AVE	UNK									300.125219371		300.125219371
"LINESTRING (-118.49025832921195 34.038516926836714,-118.48955794773102 34.03908550226474)"	1896	ALTA AVE	UNK									296.374717728		296.374717728
"LINESTRING (-118.49205172254879 34.04005283021047,-118.4913495376348 34.040624797877506)"	1897	MARGUERITA AVE	UNK									297.625382632		297.625382632
"LINESTRING (-118.45782321243549 34.011105800162476,-118.45783732645891 34.011117367407557,-118.45785226433144 34.011132102223137,-118.45786572671648 34.011148035364222,-118.45787656070134 34.011164183122986,-118.45788621234539 34.011181289189658,-118.45789240958432 34.011195444114541,-118.45789854796631 34.01121348397497,-118.45790350401532 34.011232483947154)"	1898	DONALD DOUGLAS LOOP NORTH	UNK									53.1010449768		53.1010449768
"LINESTRING (-118.45747729886467 34.010822507181587,-118.45782321243549 34.011105800162476)"	1899	DONALD DOUGLAS LOOP NORTH	UNK									147.03327642		147.03327642
"LINESTRING (-118.45747729886467 34.010822507181587,-118.45717257409254 34.01057293328234)"	1900	DONALD DOUGLAS LOOP SOUTH	UNK									129.529265538		129.529265538
"LINESTRING (-118.45717257409254 34.01057293328234,-118.4571341608704 34.010548474092154,-118.45709125580579 34.010531495704853,-118.45704501178859 34.010522982733427,-118.45699923845669 34.010521762278003)"	1901	DONALD DOUGLAS LOOP SOUTH	UNK									57.2834840217		57.2834840217
"LINESTRING (-118.45790350401532 34.011232483947154,-118.45790613559626 34.011834657614358)"	1902	DONALD DOUGLAS LOOP NORTH	UNK									219.144666819		219.144666819
"LINESTRING (-118.48154998200812 34.007818108125562,-118.48147757352368 34.00774641841052)"	1903	BEVERLY AVE	U	"2 hour parking 7AM-6PM Monday-Friday, except by permit"		no	9/11/07				Pre-approved (petition needed)	34.0916420587		34.0916420587
"LINESTRING (-118.48147757352368 34.00774641841052,-118.48112500814986 34.007397541785146)"	1904	BEVERLY AVE	U	"2 hour parking 7AM-6PM Monday-Friday, except by permit"		no	9/11/07				Pre-approved (petition needed)	165.943740321		165.943740321
"LINESTRING (-118.48021672330427 34.006500165555572,-118.47913577089885 34.005432143169571)"	1905	BEVERLY AVE	U	"2 hour parking 7AM-6PM Monday-Friday, except by permit"		no	9/11/07				Pre-approved (petition needed)	508.330405492		508.330405492
"LINESTRING (-118.48112500814986 34.007397541785146,-118.48021672330427 34.006500165555572)"	1906	BEVERLY AVE	U	"2 hour parking 7AM-6PM Monday-Friday, except by permit"		no	9/11/07				Pre-approved (petition needed)	427.117143752		427.117143752
"LINESTRING (-118.48380797102581 34.002231207796328,-118.48259184596381 34.001019698595371)"	1907	MAIN ST	UNK									574.677377157		574.677377157
"LINESTRING (-118.4811687368377 33.999594429367519,-118.48110956437942 33.999535024230916)"	1908	MAIN ST	UNK									28.0899792832		28.0899792832
"LINESTRING (-118.48248698920494 34.000914876246263,-118.48172746267441 34.000153886468134)"	1909	MAIN ST	UNK									360.129471804		360.129471804
"LINESTRING (-118.48172746267441 34.000153886468134,-118.4811687368377 33.999594429367519)"	1910	MAIN ST	UNK									264.824116227		264.824116227
"LINESTRING (-118.48110956437942 33.999535024230916,-118.48106072519116 33.999486415227963)"	1911	MAIN ST	UNK									23.0665893265		23.0665893265
"LINESTRING (-118.48106072519116 33.999486415227963,-118.48063990116441 33.999064432755581)"	1912	MAIN ST	UNK									199.632256113		199.632256113
"LINESTRING (-118.4800958052906 33.998521885713487,-118.48003232296689 33.998458304165702)"	1913	MAIN ST	UNK									30.0939862758		30.0939862758
"LINESTRING (-118.48016906132754 33.998594799796066,-118.4800958052906 33.998521885713487)"	1914	MAIN ST	UNK									34.5996746471		34.5996746471
"LINESTRING (-118.48003232296689 33.998458304165702,-118.47963589695745 33.998062566762606)"	1915	MAIN ST	UNK									187.561344208		187.561344208
"LINESTRING (-118.4728039342214 34.024005802416568,-118.47279675705501 34.023998196320136,-118.47278922640254 34.023994716134354,-118.47278198998363 34.023990995888809,-118.4727724201112 34.023987250522936,-118.47276078301979 34.023985183797912,-118.47274855529251 34.023983596297292,-118.47273544161848 34.023982728985757,-118.47272377435854 34.023982605185182,-118.47271063050944 34.023983679897427,-118.47270156293139 34.023985284076069,-118.4726901608161 34.023986863136827)"	1916	MICHIGAN AVE	UNK									37.101780021		37.101780021
"LINESTRING (-118.45699923845669 34.010521762278003,-118.45657217818832 34.010524943533689)"	1917	DONALD DOUGLAS LOOP SOUTH	UNK									129.431440471		129.431440471
"LINESTRING (-118.48855263677922 34.037552725439468,-118.48848292280202 34.037609318423314)"	1918	MONTANA AVE	TT	2 hr parking 9am to 10pm daily		no	01/22/13				Pre-approved (petition needed)	29.5001621645		29.5001621645
"LINESTRING (-118.48848292280202 34.037609318423314,-118.48807849597468 34.037939548052989)"	1919	MONTANA AVE	TT	2 hr parking 9am to 10pm daily		no	01/22/13				Pre-approved (petition needed)	171.625746211		171.625746211
"LINESTRING (-118.45790613559626 34.011834657614358,-118.45790412177654 34.011851638446601,-118.45790033714047 34.011870058535187,-118.45788700864748 34.011901977445568,-118.45786585479931 34.011930655271321,-118.45785135048288 34.011944345100076,-118.45783599071505 34.011956810281703)"	1920	DONALD DOUGLAS LOOP NORTH	UNK									50.7006807064		50.7006807064
"LINESTRING (-118.45783599071505 34.011956810281703,-118.45756582050387 34.012187576436126)"	1921	DONALD DOUGLAS LOOP NORTH	UNK									117.288480783		117.288480783
"LINESTRING (-118.48807849597468 34.037939548052989,-118.48767997462339 34.038264980631688)"	1922	MONTANA AVE	TT	2 hr parking 9am to 10pm daily		no	01/22/13				Pre-approved (petition needed)	169.125681402		169.125681402
"LINESTRING (-118.48941438396511 34.039202047218737,-118.48864873610484 34.039821670885857)"	1923	ALTA AVE	UNK									323.500165107		323.500165107
"LINESTRING (-118.49120892804088 34.04073894658255,-118.49044853795189 34.041358151922402)"	1924	MARGUERITA AVE	UNK									322.250420837		322.250420837
"LINESTRING (-118.45756582050387 34.012187576436126,-118.45753309243155 34.012210300168974,-118.45749782529431 34.012227409743723,-118.457459429544 34.01223938520571,-118.45744011398251 34.012243549573604,-118.45741586738239 34.012245961109606)"	1925	DONALD DOUGLAS LOOP NORTH	UNK									51.1555626983		51.1555626983
"LINESTRING (-118.45741586738239 34.012245961109606,-118.45729330713016 34.012249502439616)"	1926	DONALD DOUGLAS LOOP NORTH	UNK									37.1650919756		37.1650919756
"LINESTRING (-118.48767997462339 34.038264980631688,-118.48760996413377 34.038321812312319)"	1927	MONTANA AVE	TT	2 hr parking 9am to 10pm daily		no	01/22/13				Pre-approved (petition needed)	29.6249942337		29.6249942337
"LINESTRING (-118.48760996413377 34.038321812312319,-118.48753877333569 34.038379604347561)"	1928	MONTANA AVE	UNK									30.1249981393		30.1249981393
"LINESTRING (-118.50586867678904 34.019603417788382,-118.50496013366525 34.018892286662805)"	1929	PALISADES BEACH RD	UNK									377.855047094		377.855047094
"LINESTRING (-118.48753877333569 34.038379604347561,-118.48717510407353 34.038676738607194)"	1930	MONTANA AVE	TT	2 hr parking 9am to 10pm daily		no	01/22/13				Pre-approved (petition needed)	154.375909842		154.375909842
"LINESTRING (-118.48717510407353 34.038676738607194,-118.4866687518992 34.039089693166112)"	1931	MONTANA AVE	TT	2 hr parking 9am to 10pm daily		no	01/22/13				Pre-approved (petition needed)	214.750518725		214.750518725
"LINESTRING (-118.47806073673175 33.999138228954592,-118.4772775107276 33.999685936194865)"	1932	MARINE ST	UNK									309.979486886		309.979486886
"LINESTRING (-118.47954260357382 34.000607877483951,-118.47876643092955 34.001151782653963)"	1933	ASHLAND AVE	UNK									307.449455544		307.449455544
"LINESTRING (-118.49030940361993 34.041471099946243,-118.48955759574721 34.04208140177969)"	1934	MARGUERITA AVE	UNK									318.125003308		318.125003308
"LINESTRING (-118.48850635220491 34.039937255251445,-118.48775569755361 34.04054853014059)"	1935	ALTA AVE	UNK									318.125481445		318.125481445
"LINESTRING (-118.4779583281875 34.000460938196134,-118.47789433832479 34.000507141028535)"	1936	PIER AVE	UNK									25.6689234543		25.6689234543
"LINESTRING (-118.47678134960813 34.002539105803706,-118.47673271273891 34.002572839539667)"	1937	ASHLAND AVE	UNK									19.1838545366		19.1838545366
"LINESTRING (-118.47789433832479 34.000507141028535,-118.47693335894407 34.001178057527724)"	1938	PIER AVE	UNK									380.069933477		380.069933477
"LINESTRING (-118.47693335894407 34.001178057527724,-118.47602864897672 34.001810943057542,-118.47597942176543 34.001845155729249)"	1939	PIER AVE	UNK									377.539928558		377.539928558
"LINESTRING (-118.47863788946407 34.001242724575555,-118.47767690760372 34.001913647928156)"	1940	ASHLAND AVE	UNK									380.07014304		380.07014304
"LINESTRING (-118.47767690760372 34.001913647928156,-118.47678134960813 34.002539105803706)"	1941	ASHLAND AVE	UNK									354.242630868		354.242630868
"LINESTRING (-118.47935986820099 34.001959373235685,-118.47834404679286 34.002669071162138)"	1942	RAYMOND AVE	UNK									401.871213109		401.871213109
"LINESTRING (-118.47834404679286 34.002669071162138,-118.4775171726637 34.003246438547592)"	1943	RAYMOND AVE	UNK									327.044237854		327.044237854
"LINESTRING (-118.48018299408164 34.002776186913515,-118.47927761200762 34.003415404901169)"	1944	HILL ST	UNK									359.744782469		359.744782469
"LINESTRING (-118.47927761200762 34.003415404901169,-118.47920304814993 34.003466353728712)"	1945	HILL ST	UNK									29.2321206552		29.2321206552
"LINESTRING (-118.47920304814993 34.003466353728712,-118.47834758714558 34.00406309891715)"	1946	HILL ST	UNK									338.212673286		338.212673286
"LINESTRING (-118.47715342932725 33.999771336990527,-118.47633965785164 34.00033231768424)"	1947	MARINE ST	UNK									320.182638838		320.182638838
"LINESTRING (-118.47627625763853 34.00037803951443,-118.47557489487482 34.000872679092183)"	1948	MARINE ST	UNK									278.558243691		278.558243691
"LINESTRING (-118.47557489487482 34.000872679092183,-118.4755106371703 34.000917177810258)"	1949	MARINE ST	UNK									25.3293347863		25.3293347863
"LINESTRING (-118.47486534334844 34.001368199649271,-118.47480194155078 34.001413921609505)"	1950	MARINE ST	UNK									25.4194598164		25.4194598164
"LINESTRING (-118.4755106371703 34.000917177810258,-118.47486534334844 34.001368199649271)"	1951	MARINE ST	UNK									255.332792272		255.332792272
"LINESTRING (-118.47633965785164 34.00033231768424,-118.47627625763853 34.00037803951443)"	1952	MARINE ST	UNK									25.419246227		25.419246227
"LINESTRING (-118.47672411990129 34.002581735569919,-118.4766692820553 34.002620504505039)"	1953	ASHLAND AVE	UNK									21.801676065		21.801676065
"LINESTRING (-118.47635593455846 34.002838466165386,-118.47629256254109 34.002882245986484)"	1954	ASHLAND AVE	UNK									24.9553212479		24.9553212479
"LINESTRING (-118.4766692820553 34.002620504505039,-118.47635593455846 34.002838466165386)"	1955	ASHLAND AVE	UNK									123.740195346		123.740195346
"LINESTRING (-118.47560742837666 34.002103058425241,-118.47554845599039 34.002145183328935)"	1956	PIER AVE	UNK									23.5477785394		23.5477785394
"LINESTRING (-118.47592812790347 34.001881047074598,-118.47560742837666 34.002103058425241)"	1957	PIER AVE	UNK									126.396219214		126.396219214
"LINESTRING (-118.47597942176543 34.001845155729249,-118.47592812790347 34.001881047074598)"	1958	PIER AVE	UNK									20.3054461597		20.3054461597
"LINESTRING (-118.47401812098265 34.000643880835455,-118.47394751494276 34.00068393835096)"	1959	OZONE ST	UNK									25.8939601458		25.8939601458
"LINESTRING (-118.4729795154191 34.001239615748155,-118.47291419465527 34.001277300740931)"	1960	OZONE ST	UNK									24.0845236518		24.0845236518
"LINESTRING (-118.47394751494276 34.00068393835096,-118.4729795154191 34.001239615748155)"	1961	OZONE ST	UNK									356.337794504		356.337794504
"LINESTRING (-118.49473462443925 34.037880438808735,-118.4946681637968 34.037934397674363)"	1962	MARGUERITA AVE	UNK									28.1251780388		28.1251780388
"LINESTRING (-118.51333075855743 34.026016334984597,-118.51328071161194 34.025987886994415)"	1963	OCEAN AVE	UNK									18.3615063428		18.3615063428
"LINESTRING (-118.47498727803215 34.001595387993667,-118.47491726211993 34.00163496684312)"	1964	MARINE ST	UNK									25.6478992484		25.6478992484
"LINESTRING (-118.47447467641153 34.001092498009498,-118.47440728872037 34.001131860679884)"	1965	NAVY ST	UNK									24.9476256881		24.9476256881
"LINESTRING (-118.47381554579138 34.002257001730953,-118.47375169971427 34.002293487756219)"	1966	MARINE ST	UNK									23.4686729221		23.4686729221
"LINESTRING (-118.47337464599724 34.001718919023006,-118.47330784884861 34.00175780275044)"	1967	NAVY ST	UNK									24.7009088306		24.7009088306
"LINESTRING (-118.47375169971427 34.002293487756219,-118.47368050168238 34.002334025250995)"	1968	MARINE ST	UNK									26.1402775805		26.1402775805
"LINESTRING (-118.49147120308358 34.035192931298837,-118.49139647180351 34.03525360331502)"	1969	MONTANA AVE	UNK									31.6252782553		31.6252782553
"LINESTRING (-118.48990129473518 34.033857564703993,-118.48982774579932 34.033917275318132)"	1970	IDAHO AVE	UNK									31.124802339		31.124802339
"LINESTRING (-118.47440728872037 34.001131860679884,-118.47337464599724 34.001718919023006)"	1971	NAVY ST	UNK									378.953719259		378.953719259
"LINESTRING (-118.47446674189796 34.001973889402336,-118.47441950072842 34.00191630747139)"	1972	GOLDSMITH ST	UNK									25.3799639043		25.3799639043
"LINESTRING (-118.47482722124708 34.002412256595861,-118.47446674189796 34.001973889402336)"	1973	GOLDSMITH ST	UNK									193.358701443		193.358701443
"LINESTRING (-118.47315094813081 34.002729428575158,-118.47309883586399 34.002666208092407)"	1974	RUSKIN ST	UNK									27.9071302266		27.9071302266
"LINESTRING (-118.47350566539809 34.003162880098287,-118.47315094813081 34.002729428575158)"	1975	RUSKIN ST	UNK									190.895845045		190.895845045
"LINESTRING (-118.47249630457451 34.003103584252734,-118.47244502012411 34.003043529140953)"	1976	BENTLEY CT	UNK									26.8190910906		26.8190910906
"LINESTRING (-118.47286188810949 34.003532052014485,-118.47249630457451 34.003103584252734)"	1977	BENTLEY CT	UNK									191.288341834		191.288341834
"LINESTRING (-118.4946681637968 34.037934397674363,-118.49459461467924 34.037994111205201)"	1978	MARGUERITA AVE	UNK									31.124802339		31.124802339
