OBJECTID,RECNUM,LATITUDE,LONGITUDE,ADDRESS,ROUTE,ROUTE_AHEA,ROUTE_BACK,LIB__CODE,LIB__CODE_,LIB__DESCR,LIB__TEXT,DAY1_RESTR,DAY2_RESTR,TIME1_REST,TIME2_REST,MEMO,REFLECTIVI,VISIBILITY,SPEED_LIMI
7294,7294,34.035407,-118.476639,1227,26 ST,WILSHIRE BLVD,ARIZONA AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),MON, ,9:00 AM - 11:00 AM, , ,Very Good,Very Good,0
7295,7295,34.023954,-118.481695,1521,16 ST,BROADWAY,COLORADO AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,3:00 PM - 5:00 PM, , ,Very Good,Very Good,0
7296,7296,34.02411,-118.481884,1507,16 ST,BROADWAY,COLORADO AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,3:00 PM - 5:00 PM, , ,Acceptable,Acceptable,0
7297,7297,34.02422,-118.482028,1505,16 ST,BROADWAY,COLORADO AVE,R1-STD,R1-1,STOP sign,STOP, , , , , ,Very Good,Very Good,0
7298,7298,34.035693,-118.476972,1227,26 ST,WILSHIRE BLVD,ARIZONA AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),MON, ,8:00 AM - 11:00 AM, , ,Very Good,Very Good,0
7299,7299,34.024578,-118.482443,1453,16 ST,SANTA MONICA BLVD,BROADWAY,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,3:00 PM - 5:00 PM, , ,Very Good,Very Good,0
7300,7300,34.035922,-118.477235,2600,26 ST,WILSHIRE BLVD,ARIZONA AVE,R62D-STD,R10-4B,Push Button For (pedestrian symbol)/Arrow,PUSH BUTTON FOR, , , , ,Right Arrow,Very Good,Very Good,0
7301,7301,34.024822,-118.482713,1443,16 ST,SANTA MONICA BLVD,BROADWAY,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,3:00 PM - 5:00 PM, , ,Very Good,Very Good,0
7302,7302,34.036177,-118.477542,2601,26 ST,WASHINGTON AVE,WILSHIRE BLVD,R62D-STD,R10-4B,Push Button For (pedestrian symbol)/Arrow,PUSH BUTTON FOR, , , , ,Left Arrow,Very Good,Very Good,0
7303,7303,34.025433,-118.483426,1409,16 ST,SANTA MONICA BLVD,BROADWAY,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,3:00 PM - 5:00 PM, , ,Very Good,Very Good,0
7304,7304,34.036714,-118.478174,1141,26 ST,WASHINGTON AVE,WILSHIRE BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),MON, ,9:00 AM - 11:00 AM, , ,Very Good,Very Good,0
7305,7305,34.036714,-118.478174,1141,26 ST,WASHINGTON AVE,WILSHIRE BLVD,R2-STD,R2-1,Speed Limit [00],SPEED LIMIT [00], , , , ,35 mph,Very Good,Very Good,35
7306,7306,34.025593,-118.483617,1401,16 ST,SANTA MONICA BLVD,BROADWAY,R1-STD,R1-1,STOP sign,STOP, , , , , ,Very Good,Very Good,0
7307,7307,34.036831,-118.478297,1127,26 ST,WASHINGTON AVE,WILSHIRE BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),MON, ,9:00 AM - 11:00 AM, , ,Very Good,Very Good,0
7308,7308,34.025906,-118.483979,1355,16 ST,ARIZONA AVE,SANTA MONICA BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,3:00 PM - 5:00 PM, , ,Very Good,Very Good,0
7309,7309,34.037122,-118.478639,1113,26 ST,WASHINGTON AVE,WILSHIRE BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),MON, ,9:00 AM - 11:00 AM, , ,Very Good,Very Good,0
7310,7310,34.037322,-118.478885,1103,26 ST,WASHINGTON AVE,WILSHIRE BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),MON, ,9:00 AM - 11:00 AM, , ,Very Good,Very Good,0
7311,7311,34.026428,-118.4846,1327,16 ST,ARIZONA AVE,SANTA MONICA BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,3:00 PM - 5:00 PM, , ,Very Good,Very Good,0
7312,7312,34.026772,-118.485005,1309,16 ST,ARIZONA AVE,SANTA MONICA BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,3:00 PM - 5:00 PM, , ,Very Good,Very Good,0
7313,7313,34.026772,-118.485005,1309,16 ST,ARIZONA AVE,SANTA MONICA BLVD,G66-16-CON, ,Hospital,HOSPITAL, , , , , ,Very Good,Poor,0
7314,7314,34.03758,-118.47918,1067,26 ST,WASHINGTON AVE,WILSHIRE BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),MON, ,9:00 AM - 11:00 AM, , ,Very Good,Very Good,0
7315,7315,34.026899,-118.485156,1303,16 ST,ARIZONA AVE,SANTA MONICA BLVD,R1-STD,R1-1,STOP sign,STOP, , , , , ,Very Good,Very Good,0
7316,7316,34.026899,-118.485156,1303,16 ST,ARIZONA AVE,SANTA MONICA BLVD,R1-3,R1-3,4-Way,4-WAY, , , , ,4-Way,Very Good,Very Good,0
7317,7317,34.037763,-118.479389,1049,26 ST,WASHINGTON AVE,WILSHIRE BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),MON, ,9:00 AM - 11:00 AM, , ,Very Good,Very Good,0
7318,7318,34.038044,-118.479722,1033,26 ST,WASHINGTON AVE,WILSHIRE BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),MON, ,9:00 AM - 11:00 AM, , ,Very Good,Very Good,0
7319,7319,34.038286,-118.480006,1025,26 ST,WASHINGTON AVE,WILSHIRE BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),MON, ,9:00 AM - 11:00 AM, , ,Very Good,Very Good,0
7320,7320,34.038642,-118.480422,1025,26 ST,WASHINGTON AVE,WILSHIRE BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),MON, ,9:00 AM - 11:00 AM, , ,Very Good,Very Good,0
7321,7321,34.038678,-118.480461,1025,26 ST,WASHINGTON AVE,WILSHIRE BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),MON, ,9:00 AM - 11:00 AM, , ,Very Good,Very Good,0
7322,7322,34.038706,-118.480494,1025,26 ST,WASHINGTON AVE,WILSHIRE BLVD,R35T, , , , , , , ,Thru Arrow,Very Good,Very Good,0
7323,7323,34.023302,-118.486463,1401,EUCLID ST,SANTA MONICA BLVD,BROADWAY,R1-STD,R1-1,STOP sign,STOP, , , , , ,Very Good,Very Good,0
7324,7324,34.027278,-118.485591,1247,16 ST,WILSHIRE BLVD,ARIZONA AVE,W54-1,W11A-2,Pedestrian Crossing symbol, , , , , , ,Very Good,Very Good,0
7325,7325,34.021177,-118.483981,1547,EUCLID ST,BROADWAY,COLORADO AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,10:00 AM - 12:00 NOON, , ,Very Good,Very Good,0
7326,7326,34.021402,-118.484254,1533,EUCLID ST,BROADWAY,COLORADO AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,10:00 AM - 12:00 NOON, , ,Very Good,Very Good,0
7327,7327,34.02738,-118.485695,1245,16 ST,WILSHIRE BLVD,ARIZONA AVE,R31-1.1, ,No Parking (times)/ [0] Hour Parking (times),NO PARKING [TIMES]/[0] HOUR PARKING [TIMES],TUES,SUN,3:00 PM - 5:00 PM,9:00 AM - 6:00 PM, ,Very Good,Very Good,0
7328,7328,34.02148,-118.484337,1525,EUCLID ST,BROADWAY,COLORADO AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,10:00 AM - 12:00 NOON, , ,Questionable,Acceptable,0
7329,7329,34.027562,-118.485909,1245,16 ST,WILSHIRE BLVD,ARIZONA AVE,R31-1.1, ,No Parking (times)/ [0] Hour Parking (times),NO PARKING [TIMES]/[0] HOUR PARKING [TIMES],TUES,SUN,3:00 PM - 5:00 PM,9:00 AM - 6:00 PM, ,Very Good,Very Good,0
7330,7330,34.027562,-118.485909,1245,16 ST,WILSHIRE BLVD,ARIZONA AVE,W54-1,W11A-2,Pedestrian Crossing symbol, , , , , , ,Very Good,Very Good,0
7331,7331,34.031073,-118.48297,1200,20 ST,ARIZONA AVE,WILSHIRE BLVD,R62D-STD,R10-4B,Push Button For (pedestrian symbol)/Arrow,PUSH BUTTON FOR, , , , ,Left Arrow,Very Good,Poor,0
7332,7332,34.031046,-118.482951,1200,20 ST,ARIZONA AVE,WILSHIRE BLVD,AG1, ,Big Blue Bus,Big Blue Bus, , , , , ,Very Good,Very Good,0
7333,7333,34.021864,-118.484779,1509,EUCLID ST,BROADWAY,COLORADO AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,10:00 AM - 12:00 NOON, , ,Poor,Very Good,0
7334,7334,34.021972,-118.484895,1501,EUCLID ST,BROADWAY,COLORADO AVE,R1-STD,R1-1,STOP sign,STOP, , , , , ,Very Good,Very Good,0
7335,7335,34.030758,-118.482597,1220,20 ST,ARIZONA AVE,WILSHIRE BLVD,R2-STD,R2-1,Speed Limit [00],SPEED LIMIT [00], , , , ,30 mph,Very Good,Very Good,30
7336,7336,34.030758,-118.482597,1220,20 ST,ARIZONA AVE,WILSHIRE BLVD,R31-1.1, ,No Parking (times)/ [0] Hour Parking (times),NO PARKING [TIMES]/[0] HOUR PARKING [TIMES],WED,MON\TUES\WED\THURS\FRI\SAT,3:00 PM - 5:00 PM,9:00 AM - 6:00 PM, ,Very Good,Very Good,0
7337,7337,34.022175,-118.485162,1497,EUCLID ST,SANTA MONICA BLVD,BROADWAY,W63-STD,S1-1,Advance School symbol, , , , , , ,Very Good,Very Good,0
7338,7338,34.022175,-118.485162,1497,EUCLID ST,SANTA MONICA BLVD,BROADWAY,W65-STD1,S4-3,School,SCHOOL, , , , , ,Very Good,Very Good,0
7339,7339,34.027809,-118.486206,1223,16 ST,WILSHIRE BLVD,ARIZONA AVE,R31-1.1, ,No Parking (times)/ [0] Hour Parking (times),NO PARKING [TIMES]/[0] HOUR PARKING [TIMES],TUES,SUN,3:00 PM - 5:00 PM,9:00 AM - 5:00 PM, ,Very Good,Very Good,0
7340,7340,34.022278,-118.485276,1453,EUCLID ST,SANTA MONICA BLVD,BROADWAY,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,10:00 AM - 12:00 NOON, , ,Very Good,Very Good,0
7341,7341,34.030538,-118.482333,1230,20 ST,ARIZONA AVE,WILSHIRE BLVD,R31-1.1, ,No Parking (times)/ [0] Hour Parking (times),NO PARKING [TIMES]/[0] HOUR PARKING [TIMES],WED,MON\TUES\WED\THURS\FRI\SAT,3:00 PM - 5:00 PM,9:00 AM - 6:00 PM, ,Very Good,Very Good,0
7342,7342,34.022542,-118.485587,1437,EUCLID ST,SANTA MONICA BLVD,BROADWAY,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,10:00 AM - 12:00 NOON, , ,Very Good,Very Good,0
7343,7343,34.02818,-118.486629,1205,16 ST,WILSHIRE BLVD,ARIZONA AVE,R31-1.1, ,No Parking (times)/ [0] Hour Parking (times),NO PARKING [TIMES]/[0] HOUR PARKING [TIMES],TUES,SUN,3:00 PM - 5:00 PM,9:00 AM - 5:00 PM, ,Very Good,Very Good,0
7344,7344,34.022824,-118.485909,1423,EUCLID ST,SANTA MONICA BLVD,BROADWAY,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,10:00 AM - 12:00 NOON, , ,Acceptable,Very Good,0
7345,7345,34.030455,-118.482234,1242,20 ST,ARIZONA AVE,WILSHIRE BLVD,R26(S),R7,No Stopping Any Time,NO STOPPING ANY TIME,MON\TUES\WED\THURS\FRI\SAT, ,10:00 AM - 4:00 PM, , ,Very Good,Very Good,0
7346,7346,34.028244,-118.486717,1203,16 ST,WILSHIRE BLVD,ARIZONA AVE,R1-STD,R1-1,STOP sign,STOP, , , , , ,Very Good,Very Good,0
7347,7347,34.03036,-118.482126,1242,20 ST,ARIZONA AVE,WILSHIRE BLVD,R28(S),R7,No Stopping Any Time (arrow l or r),NO STOPPING ANY TIME,MON\TUES\WED\THURS\FRI\SAT, ,10:00 AM - 4:00 PM, ,Both Arrow,Very Good,Very Good,0
7348,7348,34.030356,-118.48212,1242,20 ST,ARIZONA AVE,WILSHIRE BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,3:00 PM - 5:00 PM, , ,Very Good,Very Good,0
7349,7349,34.028765,-118.487323,1147,16 ST,CALIFORNIA AVE,WILSHIRE BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,3:00 PM - 5:00 PM, , ,Very Good,Very Good,0
7350,7350,34.028765,-118.487323,1147,16 ST,CALIFORNIA AVE,WILSHIRE BLVD,AW1, ,Stop Ahead,Stop Ahead, , , , , ,Very Good,Very Good,0
7351,7351,34.028765,-118.487323,1147,16 ST,CALIFORNIA AVE,WILSHIRE BLVD,W17-STD,W3-1A,Stop Ahead symbol, , , , , , ,Very Good,Very Good,0
7352,7352,34.019599,-118.48032,1717,14 ST,OLYMPIC BLVD,SANTA MONICA FWY,AG1, ,Big Blue Bus,Big Blue Bus, , , , , ,Very Good,Very Good,0
7353,7353,34.030125,-118.481845,1262,20 ST,ARIZONA AVE,WILSHIRE BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,3:00 PM - 5:00 PM, , ,Very Good,Very Good,0
7354,7354,34.030125,-118.481845,1262,20 ST,ARIZONA AVE,WILSHIRE BLVD,R26(S),R7,No Stopping Any Time,NO STOPPING ANY TIME,MON\TUES\WED\THURS\FRI\SAT, ,10:00 AM - 4:00 PM, , ,Very Good,Very Good,0
7355,7355,34.023498,-118.48671,1397,EUCLID ST,ARIZONA AVE,SANTA MONICA BLVD,R20B-STD,R5-2,No Trucks Symbol, , , , , , ,Very Good,Very Good,0
7356,7356,34.029073,-118.48769,1127,16 ST,CALIFORNIA AVE,WILSHIRE BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,3:00 PM - 5:00 PM, , ,Very Good,Very Good,0
7357,7357,34.019308,-118.480406,1701,14 ST,OLYMPIC BLVD,SANTA MONICA FWY,R10-1, ,One Way Arrow (Rt. or Lt),ONE WAY, , , , ,Right Arrow,Very Good,Very Good,0
7358,7358,34.029485,-118.488172,1105,16 ST,CALIFORNIA AVE,WILSHIRE BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,3:00 PM - 5:00 PM, , ,Poor,Poor,0
7359,7359,34.029648,-118.488352,1101,16 ST,CALIFORNIA AVE,WILSHIRE BLVD,R1-STD,R1-1,STOP sign,STOP, , , , , ,Very Good,Very Good,0
7360,7360,34.029648,-118.488352,1101,16 ST,CALIFORNIA AVE,WILSHIRE BLVD,R1-3,R1-3,4-Way,4-WAY, , , , ,4-Way,Very Good,Very Good,0
7361,7361,34.023965,-118.487275,1387,EUCLID ST,ARIZONA AVE,SANTA MONICA BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,10:00 AM - 12:00 NOON, , ,Acceptable,Very Good,0
7362,7362,34.024404,-118.48777,1317,EUCLID ST,ARIZONA AVE,SANTA MONICA BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,10:00 AM - 12:00 NOON, , ,Very Good,Very Good,0
7363,7363,34.024586,-118.48797,1307,EUCLID ST,ARIZONA AVE,SANTA MONICA BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,10:00 AM - 12:00 NOON, , ,Questionable,Acceptable,0
7364,7364,34.024622,-118.487995,1301,EUCLID ST,ARIZONA AVE,SANTA MONICA BLVD,R1-STD,R1-1,STOP sign,STOP, , , , , ,Very Good,Acceptable,0
7365,7365,34.030055,-118.488819,1049,16 ST,WASHINGTON AVE,CALIFORNIA AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,3:00 PM - 5:00 PM, , ,Very Good,Very Good,0
7366,7366,34.030389,-118.489245,1031,16 ST,WASHINGTON AVE,CALIFORNIA AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,3:00 PM - 5:00 PM, , ,Very Good,Very Good,0
7367,7367,34.030097,-118.481816,1262,20 ST,ARIZONA AVE,WILSHIRE BLVD,AG1, ,Big Blue Bus,Big Blue Bus, , , , , ,Very Good,Very Good,0
7368,7368,34.030602,-118.489452,1021,16 ST,WASHINGTON AVE,CALIFORNIA AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,3:00 PM - 5:00 PM, , ,Very Good,Very Good,0
7369,7369,34.024832,-118.488264,1299,EUCLID ST,WILSHIRE BLVD,ARIZONA AVE,R20B-STD,R5-2,No Trucks Symbol, , , , , , ,Poor,Very Good,0
7370,7370,34.024832,-118.488264,1299,EUCLID ST,WILSHIRE BLVD,ARIZONA AVE,R20D-1, ,Over [__] Tons,OVER [00] TONS, , , , , ,Very Good,Very Good,0
7371,7371,34.030062,-118.481781,1262,20 ST,ARIZONA AVE,WILSHIRE BLVD,R62D-STD,R10-4B,Push Button For (pedestrian symbol)/Arrow,PUSH BUTTON FOR, , , , ,Right Arrow,Very Good,Very Good,0
7372,7372,34.030902,-118.48983,1005,16 ST,WASHINGTON AVE,CALIFORNIA AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,3:00 PM - 5:00 PM, , ,Very Good,Very Good,0
7373,7373,34.019963,-118.480722,1659,14 ST,COLORADO AVE,OLYMPIC BLVD,AR37-3, ,No Stopping Any Time - Tow Away,No Stopping Any Time - Tow Away, , , , ,Both Arrow,Very Good,Very Good,0
7374,7374,34.03098,-118.489906,1003,16 ST,WASHINGTON AVE,CALIFORNIA AVE,R1-STD,R1-1,STOP sign,STOP, , , , , ,Very Good,Very Good,0
7375,7375,34.025014,-118.48848,1251,EUCLID ST,WILSHIRE BLVD,ARIZONA AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,10:00 AM - 12:00 NOON, , ,Very Good,Very Good,0
7376,7376,34.025292,-118.488801,1231,EUCLID ST,WILSHIRE BLVD,ARIZONA AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,10:00 AM - 12:00 NOON, , ,Questionable,Very Good,0
7377,7377,34.03135,-118.490351,947,16 ST,IDAHO AVE,WASHINGTON AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,3:00 PM - 5:00 PM, , ,Very Good,Very Good,0
7378,7378,34.02983,-118.481506,1300,20 ST,SANTA MONICA BLVD,ARIZONA AVE,R62D-STD,R10-4B,Push Button For (pedestrian symbol)/Arrow,PUSH BUTTON FOR, , , , ,Left Arrow,Very Good,Poor,0
7379,7379,34.031701,-118.490762,931,16 ST,IDAHO AVE,WASHINGTON AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,3:00 PM - 5:00 PM, , ,Poor,Poor,0
7380,7380,34.025922,-118.489545,1203,EUCLID ST,WILSHIRE BLVD,ARIZONA AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,10:00 AM - 12:00 NOON, , ,Questionable,Acceptable,0
7381,7381,34.025922,-118.489545,1203,EUCLID ST,WILSHIRE BLVD,ARIZONA AVE,MR7-108,R7-108,Parking Regulation,[0] HR PARKING  [0:00] AM TO  [0:00] PM,MON\TUES\WED\THURS\FRI\SAT, ,9:00 AM - 6:00 PM, ,"Right Arrow; 2 Hr/Min",Questionable,Acceptable,0
7382,7382,34.031922,-118.491045,921,16 ST,IDAHO AVE,WASHINGTON AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,3:00 PM - 5:00 PM, , ,Very Good,Very Good,0
7383,7383,34.029665,-118.481319,1314,20 ST,SANTA MONICA BLVD,ARIZONA AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,3:00 PM - 5:00 PM, , ,Poor,Very Good,0
7384,7384,34.029665,-118.481319,1314,20 ST,SANTA MONICA BLVD,ARIZONA AVE,R32B-1, ,No Parking (times),NO PARKING (TIMES], , ,7:00 AM - 12:00 MIDNIGHT, , ,Poor,Very Good,0
7385,7385,34.032124,-118.491239,911,16 ST,IDAHO AVE,WASHINGTON AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,3:00 PM - 5:00 PM, , ,Very Good,Very Good,0
7386,7386,34.025989,-118.489587,1201,EUCLID ST,WILSHIRE BLVD,ARIZONA AVE,R62D-STD,R10-4B,Push Button For (pedestrian symbol)/Arrow,PUSH BUTTON FOR, , , , ,Right Arrow,Very Good,Very Good,0
7387,7387,34.026018,-118.489569,1201,EUCLID ST,WILSHIRE BLVD,ARIZONA AVE,R62D-STD,R10-4B,Push Button For (pedestrian symbol)/Arrow,PUSH BUTTON FOR, , , , ,Left Arrow,Very Good,Very Good,0
7388,7388,34.02964,-118.481291,1314,20 ST,SANTA MONICA BLVD,ARIZONA AVE,R32B-1, ,No Parking (times),NO PARKING (TIMES], , ,7:00 AM - 12:00 MIDNIGHT, , ,Very Good,Very Good,0
7389,7389,34.026414,-118.490131,1187,EUCLID ST,CALIFORNIA AVE,WILSHIRE BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,10:00 AM - 12:00 NOON, , ,Very Good,Very Good,0
7390,7390,34.032706,-118.491954,847,16 ST,MONTANA AVE,IDAHO AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,3:00 PM - 5:00 PM, , ,Very Good,Very Good,0
7391,7391,34.033045,-118.492336,833,16 ST,MONTANA AVE,IDAHO AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,3:00 PM - 5:00 PM, , ,Very Good,Very Good,0
7392,7392,34.026966,-118.490772,1115,EUCLID ST,CALIFORNIA AVE,WILSHIRE BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,10:00 AM - 12:00 NOON, , ,Acceptable,Very Good,0
7393,7393,34.033339,-118.492667,817,16 ST,MONTANA AVE,IDAHO AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,3:00 PM - 5:00 PM, , ,Very Good,Very Good,0
7394,7394,34.027242,-118.491092,1101,EUCLID ST,CALIFORNIA AVE,WILSHIRE BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,10:00 AM - 12:00 NOON, , ,Poor,Very Good,0
7395,7395,34.02961,-118.481251,1314,20 ST,SANTA MONICA BLVD,ARIZONA AVE,R31-1.1, ,No Parking (times)/ [0] Hour Parking (times),NO PARKING [TIMES]/[0] HOUR PARKING [TIMES],WED,MON\TUES\WED\THURS\FRI\SAT,3:00 PM - 5:00 PM,9:00 AM - 6:00 PM, ,Very Good,Very Good,0
7396,7396,34.02961,-118.481251,1314,20 ST,SANTA MONICA BLVD,ARIZONA AVE,R35T, , , , , , , ,Thru & Both Arrow,Very Good,Very Good,0
7397,7397,34.027305,-118.491183,1101,EUCLID ST,CALIFORNIA AVE,WILSHIRE BLVD,R1-STD,R1-1,STOP sign,STOP, , , , , ,Very Good,Very Good,0
7398,7398,34.027305,-118.491183,1101,EUCLID ST,CALIFORNIA AVE,WILSHIRE BLVD,R1-3,R1-3,4-Way,4-WAY, , , , ,4-Way,Very Good,Very Good,0
7399,7399,34.033631,-118.49302,805,16 ST,MONTANA AVE,IDAHO AVE,R31-1.1, ,No Parking (times)/ [0] Hour Parking (times),NO PARKING [TIMES]/[0] HOUR PARKING [TIMES],TUES,SUN,3:00 PM - 5:00 PM,9:00 AM - 6:00 PM, ,Very Good,Very Good,0
7400,7400,34.033671,-118.493073,803,16 ST,MONTANA AVE,IDAHO AVE,R1-STD,R1-1,STOP sign,STOP, , , , , ,Very Good,Very Good,0
7401,7401,34.027747,-118.491701,1055,EUCLID ST,WASHINGTON AVE,CALIFORNIA AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,10:00 AM - 12:00 NOON, , ,Acceptable,Very Good,0
7402,7402,34.034035,-118.493486,755,16 ST,ALTA AVE,MONTANA AVE,R31-1.1, ,No Parking (times)/ [0] Hour Parking (times),NO PARKING [TIMES]/[0] HOUR PARKING [TIMES],FRI,SUN,10:00 AM - 12:00 NOON,9:00 AM - 6:00 PM, ,Very Good,Very Good,0
7403,7403,34.02803,-118.49202,1037,EUCLID ST,WASHINGTON AVE,CALIFORNIA AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,10:00 AM - 12:00 NOON, , ,Very Good,Very Good,0
7404,7404,34.02837,-118.492415,1025,EUCLID ST,WASHINGTON AVE,CALIFORNIA AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,10:00 AM - 12:00 NOON, , ,Very Good,Very Good,0
7405,7405,34.03415,-118.49362,729,16 ST,ALTA AVE,MONTANA AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),FRI, ,10:00 AM - 12:00 NOON, , ,Very Good,Very Good,0
7406,7406,34.03415,-118.49362,729,16 ST,ALTA AVE,MONTANA AVE,AR32-1, ,[Hours] Hour Parking [Times] [Days] Except by Permit,[Hours] Hour Parking [Times] [Days] Except by Permit,SUN, ,9:00 AM - 9:00 PM, ,1 Hr/Min,Very Good,Very Good,0
7407,7407,34.028731,-118.480228,1390,20 ST,SANTA MONICA BLVD,ARIZONA AVE,R62D-STD,R10-4B,Push Button For (pedestrian symbol)/Arrow,PUSH BUTTON FOR, , , , ,Right Arrow,Very Good,Very Good,0
7408,7408,34.028625,-118.492719,1007,EUCLID ST,WASHINGTON AVE,CALIFORNIA AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,10:00 AM - 12:00 NOON, , ,Acceptable,Very Good,0
7409,7409,34.028714,-118.492824,1001,EUCLID ST,WASHINGTON AVE,CALIFORNIA AVE,R1-STD,R1-1,STOP sign,STOP, , , , , ,Very Good,Very Good,0
7410,7410,34.028937,-118.493082,995,EUCLID ST,IDAHO AVE,WASHINGTON AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,10:00 AM - 12:00 NOON, , ,Very Good,Very Good,0
7411,7411,34.034439,-118.493975,711,16 ST,ALTA AVE,MONTANA AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),FRI, ,10:00 AM - 12:00 NOON, , ,Very Good,Very Good,0
7412,7412,34.029381,-118.493595,935,EUCLID ST,IDAHO AVE,WASHINGTON AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,10:00 AM - 12:00 NOON, , ,Very Good,Very Good,0
7413,7413,34.02974,-118.494012,917,EUCLID ST,IDAHO AVE,WASHINGTON AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,10:00 AM - 12:00 NOON, , ,Very Good,Very Good,0
7414,7414,34.034911,-118.494504,629,16 ST,ALTA AVE,MONTANA AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),FRI, ,10:00 AM - 12:00 NOON, , ,Very Good,Very Good,0
7415,7415,34.029947,-118.494266,901,EUCLID ST,IDAHO AVE,WASHINGTON AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,10:00 AM - 12:00 NOON, , ,Questionable,Very Good,0
7416,7416,34.035489,-118.495212,603,16 ST,MARGUERITA AVE,ALTA AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),FRI, ,10:00 AM - 12:00 NOON, , ,Poor,Poor,0
7417,7417,34.0214,-118.482364,1601,14 ST,COLORADO AVE,OLYMPIC BLVD,AG1, ,Big Blue Bus,Big Blue Bus, , , , , ,Very Good,Very Good,0
7418,7418,34.0214,-118.482364,1601,14 ST,COLORADO AVE,OLYMPIC BLVD,R62D-STD,R10-4B,Push Button For (pedestrian symbol)/Arrow,PUSH BUTTON FOR, , , , ,Right Arrow,Very Good,Very Good,0
7419,7419,34.035915,-118.495685,525,16 ST,MARGUERITA AVE,ALTA AVE,AR30-1, ,No Parking (times and days),No Parking (times and days),FRI, ,10:00 AM - 12:00 NOON, , ,Very Good,Very Good,0
